歌曲編號,歌曲名稱,歌星 A,歌星 B,路徑 1,路徑 2,歌曲檔名,新增日期,分類,歌曲注音,歌曲拼音,語別,點播次數,版權01,版權02,版權03,版權04,版權05,版權06,狀態,歌名字數,人聲,狀態2,情境,歌星A注音,歌星B注音,歌星A分類,歌星B分類,歌星A簡體,歌星B簡體,歌名簡體
301378,一襲寒衣萬縷情,包娜娜,,\\SVR01\DISK03\,\\SVR02\DISK03\,02324.MPG,2013/06/21,,ㄧㄒㄏㄧㄨㄌㄑ,YXHYWLQ,國語,0,金將,非MTV,,,,,1,7,0,1,明亮,ㄅㄋㄋ,,女,,包娜娜,,一袭寒衣万缕情
301377,一輪明月照花香,吳秀珠,,\\SVR01\DISK03\,\\SVR02\DISK03\,02323.MPG,2013/06/21,,ㄧㄌㄇㄩㄓㄏㄒ,YLMYZHX,國語,1,金將,非MTV,,,,,1,7,0,1,明亮,ㄨㄒㄓ,,女,,吴秀珠,,一轮明月照花香
301376,一路上有你為伴,堂娜,,\\SVR01\DISK03\,\\SVR02\DISK03\,02322.MPG,2013/06/21,,ㄧㄌㄕㄧㄋㄨㄅ,YLSYNWB,國語,0,金將,非MTV,,,,,1,7,0,1,明亮,ㄊㄋ,,女,,堂娜,,一路上有你为伴
301373,一個心跳的距離,庾澄慶,,\\SVR01\DISK03\,\\SVR02\DISK03\,02319.MPG,2013/06/21,,ㄧㄍㄒㄊㄉㄐㄌ,YGXTDJL,國語,0,金將,非MTV,,,,,1,7,0,1,明亮,ㄩㄔㄑ,,男,,庾澄庆,,一个心跳的距离
301372,一生託給一個人,潘美辰,,\\SVR01\DISK03\,\\SVR02\DISK03\,02315.MPG,2013/06/21,,ㄧㄕㄊㄍㄧㄍㄖ,YSTGYGR,國語,0,金將,非MTV,,,,,1,7,1,1,明亮,ㄆㄇㄔ,,女,,潘美辰,,一生托给一个人
301371,7533967,徐乃麟,,\\SVR01\DISK03\,\\SVR02\DISK03\,02314.MPG,2013/06/21,,,,國語,2,金將,,非原影,,,,1,7,1,1,明亮,ㄒㄋㄌ,,男,,徐乃麟,,7533967
301369,讓頭抬的更高,張宇,,\\SVR01\DISK03\,\\SVR02\DISK03\,02311.MPG,2013/06/21,,ㄖㄊㄊㄉㄍㄍ,RTTDGG,國語,0,金將,非MTV,,,,,1,6,0,1,明亮,ㄓㄩ,,男,,张宇,,让头抬的更高
301365,戀曲1980,羅大佑,,\\SVR01\DISK03\,\\SVR02\DISK03\,02307.MPG,2013/06/21,,E1,,ㄌㄑ,LQ,國語,3,金將,非MTV,,,,,1,6,1,1,柔和,ㄌㄉㄧ,,男,,罗大佑,,恋曲1980
301364,還能愛我多久,溫兆倫,,\\SVR01\DISK03\,\\SVR02\DISK03\,02303.MPG,2013/06/21,,ㄏㄋㄞㄨㄉㄐ,HNAWDJ,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄨㄓㄌ,,男,,温兆伦,,还能爱我多久
301362,醒來吧雷夢娜,謝雷,,\\SVR01\DISK03\,\\SVR02\DISK03\,02297.MPG,2013/06/21,,ㄒㄌㄅㄌㄇㄋ,XLBLMN,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄒㄌ,,男,,谢雷,,醒来吧雷梦娜
301361,踏著夕陽歸去,葉佳修,,\\SVR01\DISK03\,\\SVR02\DISK03\,02296.MPG,2013/06/21,,ㄊㄓㄒㄧㄍㄑ,TZXYGQ,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄧㄐㄒ,,男,,叶佳修,,踏著夕阳归去
301358,跟著地球旋轉,鳳飛飛,,\\SVR01\DISK03\,\\SVR02\DISK03\,02287.MPG,2013/06/21,,ㄍㄓㄉㄑㄒㄓ,GZDQXZ,國語,0,金將,非MTV,,,,,1,6,0,1,明亮,ㄈㄈㄈ,,女,,凤飞飞,,跟著地球旋转
301357,歲歲月月年年,李碧華,,\\SVR01\DISK03\,\\SVR02\DISK03\,02284.MPG,2013/06/21,,ㄙㄙㄩㄩㄋㄋ,SSYYNN,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄌㄅㄏ,,女,,李碧华,,岁岁月月年年
301355,愛像一陣春風,黃鶯鶯,,\\SVR01\DISK03\,\\SVR02\DISK03\,02281.MPG,2013/06/21,,ㄞㄒㄧㄓㄔㄈ,AXYZCF,國語,0,金將,非MTV,,,,,1,6,0,1,明亮,ㄏㄧㄧ,,女,,黄莺莺,,爱像一阵春风
301354,愛得忘了自己,鍾鎮濤,,\\SVR01\DISK03\,\\SVR02\DISK03\,02278.MPG,2013/06/21,,E1,,ㄞㄉㄨㄌㄗㄐ,ADWLZJ,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄓㄓㄊ,,男,,钟镇涛,,爱得忘了自己
301353,愛要讓他知道,夏台瑄,,\\SVR01\DISK03\,\\SVR02\DISK03\,02277.MPG,2013/06/21,,ㄞㄧㄖㄊㄓㄉ,AYRTZD,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄒㄊㄒ,,女,,夏台瑄,,爱要让他知道
301352,愛是一種傷害,巫啟賢,,\\SVR01\DISK03\,\\SVR02\DISK03\,02275.MPG,2013/06/21,,ㄞㄕㄧㄓㄕㄏ,ASYZSH,國語,0,金將,非MTV,,,,3,0,6,0,0,明亮,ㄨㄑㄒ,,男,,巫启贤,,爱是一种伤害
301350,愛不要說抱歉,甄妮,,\\SVR01\DISK03\,\\SVR02\DISK03\,02269.MPG,2013/06/21,,ㄞㄅㄧㄕㄅㄑ,ABYSBQ,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄓㄋ,,女,,甄妮,,爱不要说抱歉
301349,愛上同一個她,孫耀威,蘇兒真,\\SVR01\DISK03\,\\SVR02\DISK03\,02266.MPG,2013/06/21,,ㄞㄕㄊㄧㄍㄊ,ASTYGT,國語,0,金將,非MTV,,,,3,0,6,0,0,明亮,ㄙㄧㄨ,ㄙㄦㄓ,男,男,孙耀威,苏儿真,爱上同一个她
301348,傷心對我來說,高明駿,,\\SVR01\DISK03\,\\SVR02\DISK03\,02260.MPG,2013/06/21,,ㄕㄒㄉㄨㄌㄕ,SXDWLS,國語,0,金將,非MTV,,,,,1,6,0,1,明亮,ㄍㄇㄐ,,男,,高明骏,,伤心对我来说
301346,趁著心還能飛,趙詠華,,\\SVR01\DISK03\,\\SVR02\DISK03\,02256.MPG,2013/06/21,,ㄔㄓㄒㄏㄋㄈ,CZXHNF,國語,0,金將,非MTV,,,,3,0,6,1,0,明亮,ㄓㄩㄏ,,女,,赵咏华,,趁著心还能飞
301345,越懂你越疼你,孫耀威,,\\SVR01\DISK03\,\\SVR02\DISK03\,02255.MPG,2013/06/21,,ㄩㄉㄋㄩㄊㄋ,YDNYTN,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄙㄧㄨ,,男,,孙耀威,,越懂你越疼你
301344,萍水相逢的人,姚蘇蓉,,\\SVR01\DISK03\,\\SVR02\DISK03\,02254.MPG,2013/06/21,,E1,,ㄆㄕㄒㄈㄉㄖ,PSXFDR,國語,1,金將,非MTV,,,,,1,6,1,1,明亮,ㄧㄙㄖ,,女,,姚苏蓉,,萍水相逢的人
301342,等著你愛著你,伍思凱,,\\SVR01\DISK03\,\\SVR02\DISK03\,02252.MPG,2013/06/21,,ㄉㄓㄋㄞㄓㄋ,DZNAZN,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄨㄙㄎ,,男,,伍思凯,,等著你爱著你
301339,就是溜溜的她,鳳飛飛,,\\SVR01\DISK03\,\\SVR02\DISK03\,02248.MPG,2013/06/21,,E1,,ㄐㄕㄌㄌㄉㄊ,JSLLDT,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄈㄈㄈ,,女,,凤飞飞,,就是溜溜的她
301338,最後一次等待,姜育恆,,\\SVR01\DISK03\,\\SVR02\DISK03\,02247.MPG,2013/06/21,,ㄗㄏㄧㄘㄉㄉ,ZHYCDD,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄐㄩㄏ,,男,,姜育恒,,最后一次等待
301337,這些日子以來,張清芳,范怡文,\\SVR01\DISK03\,\\SVR02\DISK03\,02246.MPG,2013/06/21,,E1,,ㄓㄒㄖㄗㄧㄌ,ZXRZYL,國語,0,金將,非MTV,,,,,1,6,1,1,柔和,ㄓㄑㄈ,ㄈㄧㄨ,女,女,张清芳,范怡文,这些日子以来
301336,現在流行什麼,黃鶯鶯,,\\SVR01\DISK03\,\\SVR02\DISK03\,02244.MPG,2013/06/21,,ㄒㄗㄌㄒㄕㄇ,XZLXSM,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄏㄧㄧ,,女,,黄莺莺,,现在流行什么
301335,牽絆一生的愛,梁朝偉,,\\SVR01\DISK03\,\\SVR02\DISK03\,02242.MPG,2013/06/21,,ㄑㄅㄧㄕㄉㄞ,QBYSDA,國語,0,金將,非MTV,,,,,1,6,0,1,明亮,ㄌㄔㄨ,,男,,梁朝伟,,牵绊一生的爱
301334,淚光中的笑容,高明駿,,\\SVR01\DISK03\,\\SVR02\DISK03\,02241.MPG,2013/06/21,,ㄌㄍㄓㄉㄒㄖ,LGZDXR,國語,0,金將,非MTV,,,,3,0,6,0,0,明亮,ㄍㄇㄐ,,男,,高明骏,,泪光中的笑容
301333,望著山望著海,余天,,\\SVR01\DISK03\,\\SVR02\DISK03\,02240.MPG,2013/06/21,,ㄨㄓㄕㄨㄓㄏ,WZSWZH,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄩㄊ,,男,,余天,,望著山望著海
301332,情人變成朋友,小剛,,\\SVR01\DISK03\,\\SVR02\DISK03\,02238.MPG,2013/06/21,,ㄑㄖㄅㄔㄆㄧ,QRBCPY,國語,0,金將,非MTV,,,,3,0,6,1,0,明亮,ㄒㄍ,,男,,小刚,,情人变成朋友
301331,高腳杯的愛情,鈕大可,,\\SVR01\DISK03\,\\SVR02\DISK03\,02234.MPG,2013/06/21,,ㄍㄐㄅㄉㄞㄑ,GJBDAQ,國語,0,金將,非MTV,,,,3,0,6,0,0,明亮,ㄋㄉㄎ,,男,,钮大可,,高脚杯的爱情
301330,祝你一路順風,鳳飛飛,,\\SVR01\DISK03\,\\SVR02\DISK03\,02229.MPG,2013/06/21,,E1,,ㄓㄋㄧㄌㄕㄈ,ZNYLSF,國語,2,金將,非MTV,,,,,1,6,0,1,明亮,ㄈㄈㄈ,,女,,凤飞飞,,祝你一路顺风
301329,祝你一路順風,吳奇隆,,\\SVR01\DISK03\,\\SVR02\DISK03\,02228.MPG,2013/06/21,,E1,,ㄓㄋㄧㄌㄕㄈ,ZNYLSF,國語,2,金將,非MTV,,,,,1,6,1,1,明亮,ㄨㄑㄌ,,男,,吴奇隆,,祝你一路顺风
301327,疼你疼到你錯,李為,,\\SVR01\DISK03\,\\SVR02\DISK03\,02226.MPG,2013/06/21,,ㄊㄋㄊㄉㄋㄘ,TNTDNC,國語,0,金將,非MTV,,,,3,0,6,1,0,明亮,ㄌㄨ,,男,,李为,,疼你疼到你错
301326,留不住的故事,黃鶯鶯,,\\SVR01\DISK03\,\\SVR02\DISK03\,02225.MPG,2013/06/21,,E1,,ㄌㄅㄓㄉㄍㄕ,LBZDGS,國語,2,金將,非MTV,,,,,1,6,1,1,明亮,ㄏㄧㄧ,,女,,黄莺莺,,留不住的故事
301325,留不住你的愛,S O S,,\\SVR01\DISK03\,\\SVR02\DISK03\,02224.MPG,2013/06/21,,ㄌㄅㄓㄋㄉㄞ,LBZNDA,國語,0,金將,非MTV,,,,3,0,6,0,0,明亮,,,,,S O S,,留不住你的爱
301324,時空的交界處,陳艾湄,,\\SVR01\DISK03\,\\SVR02\DISK03\,02223.MPG,2013/06/21,,ㄕㄎㄉㄐㄐㄔ,SKDJJC,國語,0,金將,非MTV,,,,3,0,6,0,0,明亮,ㄔㄞㄇ,,女,,陈艾湄,,时空的交界处
301323,時光的流浪客,林慧萍,,\\SVR01\DISK03\,\\SVR02\DISK03\,02222.MPG,2013/06/21,,ㄕㄍㄉㄌㄌㄎ,SGDLLK,國語,0,金將,非MTV,,,,,1,6,0,1,明亮,ㄌㄏㄆ,,女,,林慧萍,,时光的流浪客
301322,飛向你飛向我,金瑞瑤,,\\SVR01\DISK03\,\\SVR02\DISK03\,02221.MPG,2013/06/21,,ㄈㄒㄋㄈㄒㄨ,FXNFXW,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄐㄖㄧ,,女,,金瑞瑶,,飞向你飞向我
301319,美麗的星期天,甄妮,,\\SVR01\DISK03\,\\SVR02\DISK03\,02214.MPG,2013/06/21,,ㄇㄌㄉㄒㄑㄊ,MLDXQT,國語,0,金將,非MTV,,,,,1,6,0,1,明亮,ㄓㄋ,,女,,甄妮,,美丽的星期天
301318,看不見的溫柔,費翔,,\\SVR01\DISK03\,\\SVR02\DISK03\,02213.MPG,2013/06/21,,ㄎㄅㄐㄉㄨㄖ,KBJDWR,國語,0,金將,非MTV,,,,3,0,6,0,0,明亮,ㄈㄒ,,男,,费翔,,看不见的温柔
301317,相約1999,王英州,范曉萱,\\SVR01\DISK03\,\\SVR02\DISK03\,02212.MPG,2013/06/21,,A1,,ㄒㄩ,XY,國語,0,金將,非MTV,,,,3,0,6,0,0,浪漫,ㄨㄧㄓ,ㄈㄒㄒ,男,女,王英州,范晓萱,相约1999
301316,相思爬上心底,鳳飛飛,,\\SVR01\DISK03\,\\SVR02\DISK03\,02211.MPG,2013/06/21,,E1,,ㄒㄙㄆㄕㄒㄉ,XSPSXD,國語,9,金將,非MTV,,,,,1,6,1,1,明亮,ㄈㄈㄈ,,女,,凤飞飞,,相思爬上心底
301315,相見不如懷念,余天,,\\SVR01\DISK03\,\\SVR02\DISK03\,02210.MPG,2013/06/21,,ㄒㄐㄅㄖㄏㄋ,XJBRHN,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄩㄊ,,男,,余天,,相见不如怀念
301314,為我自己帶路,趙詠華,,\\SVR01\DISK03\,\\SVR02\DISK03\,02208.MPG,2013/06/21,,ㄨㄨㄗㄐㄉㄌ,WWZJDL,國語,0,金將,非MTV,,,,,1,6,0,1,明亮,ㄓㄩㄏ,,女,,赵咏华,,为我自己带路
301313,為了愛夢一生,王傑,,\\SVR01\DISK03\,\\SVR02\DISK03\,02207.MPG,2013/06/21,,E1,,ㄨㄌㄞㄇㄧㄕ,WLAMYS,國語,4,金將,非MTV,,,,,1,6,1,1,明亮,ㄨㄐ,,男,,王杰,,为了爱梦一生
301312,流浪者的獨白,蔡琴,,\\SVR01\DISK03\,\\SVR02\DISK03\,02206.MPG,2013/06/21,,ㄌㄌㄓㄉㄉㄅ,LLZDDB,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄘㄑ,,女,,蔡琴,,流浪者的独白
301310,是你是你是你,王傑,,\\SVR01\DISK03\,\\SVR02\DISK03\,02200.MPG,2013/06/21,,E1,,ㄕㄋㄕㄋㄕㄋ,SNSNSN,國語,1,金將,非MTV,,,,,1,6,1,1,明亮,ㄨㄐ,,男,,王杰,,是你是你是你
301309,恰似你的溫柔,蔡琴,,\\SVR01\DISK03\,\\SVR02\DISK03\,02199.MPG,2013/06/21,,E1,,ㄑㄙㄋㄉㄨㄖ,QSNDWR,國語,10,金將,非MTV,,,,,1,6,1,1,明亮,ㄘㄑ,,女,,蔡琴,,恰似你的温柔
301308,怨蒼天變了心,方季惟,,\\SVR01\DISK03\,\\SVR02\DISK03\,02198.MPG,2013/06/21,,E1,,ㄩㄘㄊㄅㄌㄒ,YCTBLX,國語,3,金將,非MTV,,,,,1,6,1,1,明亮,ㄈㄐㄨ,,女,,方季惟,,怨苍天变了心
301307,迎著風迎著雨,蘇來,,\\SVR01\DISK03\,\\SVR02\DISK03\,02196.MPG,2013/06/21,,ㄧㄓㄈㄧㄓㄩ,YZFYZY,國語,0,金將,非MTV,,,,3,0,6,1,0,明亮,ㄙㄌ,,男,,苏来,,迎著风迎著雨
301306,抱著你的感覺,張淘淘,,\\SVR01\DISK03\,\\SVR02\DISK03\,02194.MPG,2013/06/21,,E1,,ㄅㄓㄋㄉㄍㄐ,BZNDGJ,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄓㄊㄊ,,女,,张淘淘,,抱著你的感觉
301305,幸福要自己找,崔苔菁,,\\SVR01\DISK03\,\\SVR02\DISK03\,02191.MPG,2013/06/21,,ㄒㄈㄧㄗㄐㄓ,XFYZJZ,國語,0,金將,非MTV,,,,,1,6,0,1,明亮,ㄘㄊㄐ,,女,,崔苔菁,,幸福要自己找
301303,來一段黏巴達,葉璦菱,,\\SVR01\DISK03\,\\SVR02\DISK03\,02186.MPG,2013/06/21,,ㄌㄧㄉㄋㄅㄉ,LYDNBD,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄧㄞㄌ,,女,,叶瑷菱,,来一段黏巴达
301302,亞細亞的孤兒,羅大佑,,\\SVR01\DISK03\,\\SVR02\DISK03\,02185.MPG,2013/06/21,,E1,,ㄧㄒㄧㄉㄍㄦ,YXYDGE,國語,3,金將,非MTV,,,,,1,6,1,1,明亮,ㄌㄉㄧ,,男,,罗大佑,,亚细亚的孤儿
301300,沙灘上的回憶,崔苔菁,,\\SVR01\DISK03\,\\SVR02\DISK03\,02180.MPG,2013/06/21,,ㄕㄊㄕㄉㄏㄧ,STSDHY,國語,0,金將,非MTV,,,,,1,6,0,1,明亮,ㄘㄊㄐ,,女,,崔苔菁,,沙滩上的回忆
301297,我最愛的朋友,伍思凱,,\\SVR01\DISK03\,\\SVR02\DISK03\,02172.MPG,2013/06/21,,ㄨㄗㄞㄉㄆㄧ,WZADPY,國語,0,金將,非MTV,,,,3,0,6,1,0,明亮,ㄨㄙㄎ,,男,,伍思凯,,我最爱的朋友
301296,我現在要出征,黑五類合唱團,,\\SVR01\DISK03\,\\SVR02\DISK03\,02171.MPG,2013/06/21,,ㄨㄒㄗㄧㄔㄓ,WXZYCZ,國語,0,金將,非MTV,,,,,1,6,0,1,明亮,ㄏㄨㄌㄏㄔㄊ,,團,,黑五类合唱团,,我现在要出征
301295,我真的很不錯,伍思凱,,\\SVR01\DISK03\,\\SVR02\DISK03\,02170.MPG,2013/06/21,,ㄨㄓㄉㄏㄅㄘ,WZDHBC,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄨㄙㄎ,,男,,伍思凯,,我真的很不错
301294,我要飛上青天,楊宗憲,,\\SVR01\DISK03\,\\SVR02\DISK03\,02169.MPG,2013/06/21,,ㄨㄧㄈㄕㄑㄊ,WYFSQT,國語,0,金將,非MTV,,,,3,0,6,0,0,明亮,ㄧㄗㄒ,,男,,杨宗宪,,我要飞上青天
301293,我要為你歌唱,費玉清,,\\SVR01\DISK03\,\\SVR02\DISK03\,02168.MPG,2013/06/21,,ㄨㄧㄨㄋㄍㄔ,WYWNGC,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄈㄩㄑ,,男,,费玉清,,我要为你歌唱
301291,我怎能離開你,蔡琴,,\\SVR01\DISK03\,\\SVR02\DISK03\,02161.MPG,2013/06/21,,ㄨㄗㄋㄌㄎㄋ,WZNLKN,國語,0,金將,非MTV,,,,,1,6,0,1,明亮,ㄘㄑ,,女,,蔡琴,,我怎能离开你
301289,我不是真的醉,裘海正,,\\SVR01\DISK03\,\\SVR02\DISK03\,02153.MPG,2013/06/21,,ㄨㄅㄕㄓㄉㄗ,WBSZDZ,國語,0,金將,非MTV,,,,,1,6,0,1,明亮,ㄑㄏㄓ,,女,,裘海正,,我不是真的醉
301286,你瀟灑我漂亮,成鳳,,\\SVR01\DISK03\,\\SVR02\DISK03\,02144.MPG,2013/06/21,,ㄋㄒㄙㄨㄆㄌ,NXSWPL,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄔㄈ,,女,,成凤,,你潇洒我漂亮
301285,你曾經愛過我,楊小萍,,\\SVR01\DISK03\,\\SVR02\DISK03\,02143.MPG,2013/06/21,,E1,,ㄋㄘㄐㄞㄍㄨ,NCJAGW,國語,0,金將,非MTV,,,,,1,6,1,1,柔和,ㄧㄒㄆ,,女,,杨小萍,,你曾经爱过我
301282,你是我的男人,林憶蓮,,\\SVR01\DISK03\,\\SVR02\DISK03\,02139.MPG,2013/06/21,,ㄋㄕㄨㄉㄋㄖ,NSWDNR,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄌㄧㄌ,,女,,林忆莲,,你是我的男人
301281,你是否還記得,雙燕姊妹,,\\SVR01\DISK03\,\\SVR02\DISK03\,02137.MPG,2013/06/21,,ㄋㄕㄈㄏㄐㄉ,NSFHJD,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄕㄧㄐㄇ,,團,,双燕姊妹,,你是否还记得
301280,你是你我是我,王傑,,\\SVR01\DISK03\,\\SVR02\DISK03\,02135.MPG,2013/06/21,,E1,,ㄋㄕㄋㄨㄕㄨ,NSNWSW,國語,1,金將,非MTV,,,,,1,6,1,1,柔和,ㄨㄐ,,男,,王杰,,你是你我是我
301279,是你忘了我的美,葉倩文,,\\SVR01\DISK03\,\\SVR02\DISK03\,02133.MPG,2013/06/21,,ㄕㄋㄨㄌㄨㄉㄇ,SNWLWDM,國語,0,金將,非MTV,,,,3,0,7,0,0,明亮,ㄧㄑㄨ,,女,,叶倩文,,是你忘了我的美
301277,有真情有活力,鳳飛飛,,\\SVR01\DISK03\,\\SVR02\DISK03\,02129.MPG,2013/06/21,,E1,,ㄧㄓㄑㄧㄏㄌ,YZQYHL,國語,1,金將,非MTV,,,,,1,6,1,1,柔和,ㄈㄈㄈ,,女,,凤飞飞,,有真情有活力
301276,如果還有明天,薛岳,,\\SVR01\DISK03\,\\SVR02\DISK03\,02127.MPG,2013/06/21,,ㄖㄍㄏㄧㄇㄊ,RGHYMT,國語,6,金將,非MTV,,,,,1,6,1,1,明亮,ㄒㄩ,,男,,薛岳,,如果还有明天
301275,好久沒有淋雨,任潔玲,,\\SVR01\DISK03\,\\SVR02\DISK03\,02124.MPG,2013/06/21,,ㄏㄐㄇㄧㄌㄩ,HJMYLY,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄖㄐㄌ,,女,,任洁玲,,好久没有淋雨
301274,多情會有問題,馬玉芬,,\\SVR01\DISK03\,\\SVR02\DISK03\,02121.MPG,2013/06/21,,ㄉㄑㄏㄧㄨㄊ,DQHYWT,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄇㄩㄈ,,女,,马玉芬,,多情会有问题
301273,在每一個夢中,陳艾湄,,\\SVR01\DISK03\,\\SVR02\DISK03\,02119.MPG,2013/06/21,,ㄗㄇㄧㄍㄇㄓ,ZMYGMZ,國語,0,金將,非MTV,,,,3,0,6,0,0,明亮,ㄔㄞㄇ,,女,,陈艾湄,,在每一个梦中
301272,在我胸前安歇,劉德華,,\\SVR01\DISK03\,\\SVR02\DISK03\,02118.MPG,2013/06/21,,ㄗㄨㄒㄑㄢㄒ,ZWXQAX,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄌㄉㄏ,,男,,刘德华,,在我胸前安歇
301271,在世界放光芒,飛鷹三姝,,\\SVR01\DISK03\,\\SVR02\DISK03\,02117.MPG,2013/06/21,,ㄗㄕㄐㄈㄍㄇ,ZSJFGM,國語,0,金將,非MTV,,,,,1,6,0,1,明亮,ㄈㄧㄙㄕ,,團,,飞鹰三姝,,在世界放光芒
301270,向天要一點愛,王中平,,\\SVR01\DISK03\,\\SVR02\DISK03\,02116.MPG,2013/06/21,,ㄒㄊㄧㄧㄉㄞ,XTYYDA,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄨㄓㄆ,,男,,王中平,,向天要一点爱
301269,再上一次妝吧,李碧華,,\\SVR01\DISK03\,\\SVR02\DISK03\,02114.MPG,2013/06/21,,ㄗㄕㄧㄘㄓㄅ,ZSYCZB,國語,0,金將,非MTV,,,,,1,6,0,1,明亮,ㄌㄅㄏ,,女,,李碧华,,再上一次妆吧
301268,用盡一生的愛,張克帆,,\\SVR01\DISK03\,\\SVR02\DISK03\,02112.MPG,2013/06/21,,D1,,ㄩㄐㄧㄕㄉㄞ,YJYSDA,國語,8,金將,非MTV,,,,,1,6,1,1,明亮,ㄓㄎㄈ,,男,,张克帆,,用尽一生的爱
301267,用情最深的人,梁朝偉,,\\SVR01\DISK03\,\\SVR02\DISK03\,02111.MPG,2013/06/21,,ㄩㄑㄗㄕㄉㄖ,YQZSDR,國語,0,金將,,非原影,,,,1,6,1,1,明亮,ㄌㄔㄨ,,男,,梁朝伟,,用情最深的人
301266,永遠相信愛情,王傑,,\\SVR01\DISK03\,\\SVR02\DISK03\,02110.MPG,2013/06/21,,ㄩㄩㄒㄒㄞㄑ,YYXXAQ,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄨㄐ,,男,,王杰,,永远相信爱情
301265,未曾留下地址,李碧華,,\\SVR01\DISK03\,\\SVR02\DISK03\,02109.MPG,2013/06/21,,ㄨㄘㄌㄒㄉㄓ,WCLXDZ,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄌㄅㄏ,,女,,李碧华,,未曾留下地址
301264,外婆的澎湖灣,潘安邦,,\\SVR01\DISK03\,\\SVR02\DISK03\,02107.MPG,2013/06/21,,E1,,ㄨㄆㄉㄆㄏㄨ,WPDPHW,國語,4,金將,非MTV,,,,,1,6,1,1,動感,ㄆㄢㄅ,,男,,潘安邦,,外婆的澎湖湾
301263,半夢半醒之間,譚詠麟,,\\SVR01\DISK03\,\\SVR02\DISK03\,02104.MPG,2013/06/21,,E1,,ㄅㄇㄅㄒㄓㄐ,BMBXZJ,國語,2,金將,非MTV,,,,,1,6,1,1,柔和,ㄊㄩㄌ,,男,,谭咏麟,,半梦半醒之间
301262,以為你都知道,張雨生,,\\SVR01\DISK03\,\\SVR02\DISK03\,02103.MPG,2013/06/21,,E1,,ㄧㄨㄋㄉㄓㄉ,YWNDZD,國語,2,金將,非MTV,,,,,1,6,1,1,柔和,ㄓㄩㄕ,,男,,张雨生,,以为你都知道
301261,月朦朧鳥朦朧,鳳飛飛,,\\SVR01\DISK03\,\\SVR02\DISK03\,02102.MPG,2013/06/21,,E1,,ㄩㄇㄌㄋㄇㄌ,YMLNML,國語,1,金將,非MTV,,,,,1,6,1,1,柔和,ㄈㄈㄈ,,女,,凤飞飞,,月朦胧鸟朦胧
301260,天知道我愛你,王中平,,\\SVR01\DISK03\,\\SVR02\DISK03\,02101.MPG,2013/06/21,,ㄊㄓㄉㄨㄞㄋ,TZDWAN,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄨㄓㄆ,,男,,王中平,,天知道我爱你
301259,天使在夜裡哭,周子寒,,\\SVR01\DISK03\,\\SVR02\DISK03\,02100.MPG,2013/06/21,,ㄊㄕㄗㄧㄌㄎ,TSZYLK,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄓㄗㄏ,,女,,周子寒,,天使在夜里哭
301258,天天寄出的信,S O S,,\\SVR01\DISK03\,\\SVR02\DISK03\,02098.MPG,2013/06/21,,ㄊㄊㄐㄔㄉㄒ,TTJCDX,國語,0,金將,非MTV,,,,3,0,6,1,0,明亮,,,,,S O S,,天天寄出的信
301257,分不到你的愛,黃小琥,,\\SVR01\DISK03\,\\SVR02\DISK03\,02096.MPG,2013/06/21,,ㄈㄅㄉㄋㄉㄞ,FBDNDA,國語,0,金將,非MTV,,,,,1,6,1,1,明亮,ㄏㄒㄏ,,女,,黄小琥,,分不到你的爱
